,taxi_id,traj_id,path,length
641,251,1259,"[112408726, 112408726, 112408726, 512283895, 512283895, 1016783293, 1016783293, 1016783293, 1016783293, 1016783293, 91181763, 91181763, 91181763, 91181763, 91181763, 224200969]",16
642,135,338,"[254758115, 254758115, 254758115, 254758115, 968937450, 968937450, 1032777735, 1032777735, 1032777737, 1032777737, 1032777737, 1032777738, 1112271472, 1032777739, 440486297, 1161404793]",16
643,487,474,"[397169005, 8916484, 8916484]",3
644,149,198,"[414933525, 414933525, 414933525, 414933525, 276338266, 276338266, 276338266, 397097601, 397097601, 397097601, 969998992, 254758116, 1088396011, 681758093, 681758093, 397097602, 396989358, 30758064, 30758064, 1065181411]",20
645,426,2483,"[512289869, 392513451, 392513452]",3
646,419,1901,"[706551790, 706551790, 505747779, 505747779, 706551791, 779335063, 779335063, 505747574, 505747574, 505747574, 505747574, 505747574, 505747574]",13
647,235,331,"[224316520, 224316520, 406944778, 254297759, 254297759, 1111706290, 397269729, 408575054, 397269730, 397269730, 406944779, 406944779, 287958606, 287958606, 287958606, 287958606, 287958606]",17
648,125,557,"[673985340, 673985340, 242896157, 242896157, 88463829, 88463829, 88463829, 417400770, 417400770, 506711640, 506711640, 674490158, 8918793]",13
649,218,866,"[158468958, 762957921, 396961259, 396961258, 762957923, 396961257, 396961256, 396961256, 158468955, 158468961]",10
650,495,49,"[435593494, 157024431, 157024431, 157024431, 157024431, 514591450, 397162214]",7
651,133,19,"[1111695244, 1111695244, 1111695244, 1111695244, 1111695244]",5
652,63,2517,"[88572943, 88572943, 619568403, 619568403, 530038011, 571428733, 8920338, 8920338, 225847523, 225847523, 225847523, 225847523, 26988030, 26988030, 26988030, 26988030, 26988030]",17
653,128,749,"[364480068, 47172462, 47172462, 47172462, 175507523, 1111954648, 417101699, 417101699, 406944764, 406944764, 406944764, 1051004023, 1051004023, 1051004023, 417400728, 417400728, 850228676, 850228676, 706532925, 706532925]",20
654,172,430,"[392513452, 35157100, 392513454, 735035451, 8921107, 392505474, 396949693, 396949694, 392505469, 928228541, 256787710, 395575865, 395575864, 395575863]",14
655,133,120,"[254448247, 254448247, 254448247, 85789165, 772766540, 739669067, 933901537, 933901537, 397115949]",9
656,519,1208,"[397102584, 397258285, 225806030, 225806030, 225806030, 514535080, 154648296, 154648296, 154648296]",9
657,362,316,"[415301468, 415301468, 545978617, 397077537, 397077537, 406582610, 406582612, 406582612, 437962966, 437962966]",10
658,14,412,"[779123576, 133733593, 254297759, 254297759, 1111706290, 397269729, 408575054, 397146707, 397146707, 397146707, 1041351162]",11
659,533,342,"[686246699, 686246697, 686246696, 686246696, 686246687, 686246687, 686246687, 686246694, 23866015, 225847531, 225847531, 297445459, 297445459, 515595963, 781130063, 781130063, 277451471, 225847532, 225847532, 397170089]",20
660,111,936,"[686246685, 686246685, 527857404, 527857404, 527857404, 527857404, 771410424, 771410424, 771410424, 771410424, 527829966, 527829966]",12
661,274,1676,"[514667727, 27050852, 27050852, 27050852, 1054649984, 85644923, 85644923, 527857394, 527857394, 1168919629, 1168919629, 85644961, 85644961, 771409385, 771409385, 527829975, 527829975]",17
662,68,2256,"[286493661, 397120476, 469387973, 469387973, 224373742, 224373742, 224373742, 224373742, 1112856337, 1112856338, 397120478, 397120479, 397120484, 397120484, 397120484, 397120482, 397120483, 397120480, 397120480]",19
663,210,1892,"[681289316, 681289316, 673970959, 673970959, 673997067, 254971064, 254971064, 99231463, 99231463, 99231463, 680402688, 680402688, 120256349, 120256349, 680402691]",15
664,387,854,"[514226786, 514226786, 86331237, 86331237, 475253865, 475253865, 133856219, 133856219, 254759917, 406547245, 406547245, 406547245, 396959900, 396959900, 396959903]",15
665,117,35,"[929707417, 156115057, 821873211, 394475531, 394475539, 156124108, 1163241034, 1163241034, 1163241034, 839809349, 83590758, 394475528, 1051237741, 839809344, 619027284, 124952148]",16
666,528,2277,"[88572943, 88572943, 619568403, 619568403, 530038011]",5
667,166,686,"[978694795, 88466052, 88466052, 397140735, 397140735, 8922263, 8922263, 762196510, 762196510]",9
668,216,16,"[734004334, 734004334, 734004334, 425516617, 425516617, 29059494, 29059494, 29059494, 29059494]",9
669,44,1855,"[8919811, 8916657, 48268183, 48268183, 48268183, 8917818, 8917303, 8917303, 8916657, 8919811, 8919811]",11
670,313,160,"[100400941, 100400941, 27166406, 27166406, 27166444, 27166444, 968937450, 968937450, 1032777735, 1032777735]",10
671,106,254,"[425516648, 425516646, 425516615, 734004334, 734004334, 734004334, 734004334, 734004334, 734004334, 734004334, 734004334, 734004334, 734004334, 734004334, 425516617, 425516617, 425516617, 425516617, 425516617]",19
672,265,716,"[5071582, 254308549, 48101183, 48101184, 8921980, 48101169, 48191415, 839813773, 8915572, 27652259, 395418635, 48582272]",12
673,276,125,"[44670368, 44670366, 44670366, 44670366, 44670366, 44670366, 1075427349, 1075427349, 204964546, 87554955, 1075628523, 1075628521]",12
674,135,1000,"[224316514, 406946351, 8919599, 706543480, 779123576, 133733593, 254297764]",7
675,300,116,"[397085195, 513954771, 397085199, 397085199, 397085179, 706543958, 706543958, 341016816, 706543959, 706543959, 706543959, 513956097, 513956097]",13
676,536,450,"[27167298, 144346316, 144346316, 144346316, 144346316, 26988009, 26988009, 26988009, 26988009, 26988009]",10
677,399,355,"[286303010, 286303010, 514422496, 514422496, 514422496, 283532603, 283532603, 283532603, 43942477, 8917377, 8917377]",11
678,310,827,"[1111278015, 1111278015]",2
679,161,804,"[506711641, 506711641, 397108536, 397108536, 397108536, 397108536, 397108534, 397108535, 978694795, 978694795, 88466052]",11
680,17,778,"[1112271470, 797255352, 8917187, 8917187, 797255352, 797255352, 1112271471, 417094964, 1112287652, 397135724, 397135724, 397135729, 397135729, 397135729, 397135729, 397135729, 1036844055, 27397539, 27397539, 100400941]",20
681,68,1327,"[254466686, 254466686, 254466686, 254466686]",4
682,403,397,"[30029708, 30030100, 30030100, 30030100, 30030100, 30030100, 148846995, 148846995, 415197400, 415197400, 681183500, 681183500, 148846996, 923797388, 48211487]",15
683,167,336,"[968937446, 84734271, 84734271, 1112271469, 1062095136, 461017935, 406581245, 406581246, 406581246, 989334073, 989334075, 406581244]",12
684,280,382,"[512283895, 512283895, 1016783293, 1016783293, 1016783293, 1016783293, 1016783293, 91181763, 91181763, 91181763, 91181763, 91181763]",12
685,136,106,"[254466686, 254466686, 397146706, 397146706, 397146706]",5
686,118,1071,"[514527342, 85562596, 85562596, 85562596, 85562583, 85562583, 417103313, 85562546]",8
687,290,1195,"[30831490, 30831490, 1036842274, 1036842274, 86303747, 86303747, 86303747, 1112250555, 1112250555, 1112250555]",10
688,442,270,"[255168049, 255168049, 255168049, 1122268857, 1122268857, 1122268856, 1122268856, 1122268855, 1122268855, 1122268853, 1122268853, 1122268852, 1122268851, 1122268851, 1122268849]",15
689,455,548,"[1037049602, 775125156, 406719127, 8921413, 8921413, 8921413, 8921413, 1041364564]",8
690,241,1093,"[397131761, 225808835]",2
691,264,505,"[32007409, 123867419, 123867417, 48570005, 48570005, 48570003, 930251366, 930251366, 495831133, 983283669, 27652088]",11
692,448,548,"[588724745, 588724745]",2
693,519,1279,"[797255352, 797255352]",2
694,315,616,"[377646102, 225806056, 777343790, 777343790, 225806055, 934194966, 934194966, 934194966, 283534317, 283534317, 283534317, 1053833922, 397145820, 397145820]",14
695,67,1654,"[437962966, 437962966]",2
696,160,1061,"[27398071, 27398071, 27398071, 27398071, 619378869, 619378869, 619378869, 254306573]",8
697,351,539,"[397270773, 397270773, 681699526, 681699526, 397270782, 681699525, 468012245, 468012245, 396945236, 396945236]",10
698,237,117,"[821501212, 478345678, 617895234, 31129765, 617730081, 123741465, 123741454, 394443188, 394443190, 8915415]",10
699,25,1579,"[930591398, 929710154, 709823676, 305729174, 217582797, 217582797]",6
700,533,405,"[204965468, 204965468, 30832402, 30832402, 408575056, 397103500, 397103500, 966188223, 966188223, 306338107, 306338107]",11
701,441,477,"[254971056, 254971056, 254971056, 417101709, 417101709, 425516651, 425516651, 425516651, 598743249, 598743249, 425516653, 425516653, 425516653, 425516653, 850158700]",15
702,474,716,"[144489134, 1030287469, 1030287469, 746808414, 513701212, 513701212]",6
703,445,110,"[254759948, 192369091, 976551785]",3
704,364,1101,"[417099340, 417099340, 425516635, 425516635, 417101710, 417101710, 514407369, 514407369, 8917054, 8917054, 8917054, 8917054]",12
705,317,277,"[286003244, 286003244, 286003244]",3
706,306,774,"[28656664, 33645923, 33645968, 123741441, 715535741, 27183377]",6
707,13,852,"[8919757, 1046480748, 224316514, 224316514, 406946351, 8919599, 706543480]",7
708,36,235,"[667768320, 28846363, 437956405, 679837018]",4
709,461,50,"[417389583, 417389583, 397085190, 774686754, 406722502, 254759960, 254759960]",7
710,156,989,"[1126161510, 397269728, 397269728, 397269728, 397269728, 397269728, 397269728, 417099324, 91181774, 91181774, 1076419799, 1076419799, 8919020, 8919020, 8919020, 8919020]",16
711,317,774,"[111550910, 8920394, 8920394, 397270773, 397270773, 681699526, 681699526, 397270782, 681699525, 468012245, 468012245, 396945236, 396945236, 682475682, 682475682, 27145438]",16
712,404,339,"[225847519, 225847519, 403877657, 403877657, 403877657, 933901537, 933901537, 933901537, 397115949, 397115949, 397115949]",11
713,64,1224,"[776881508, 406722492, 406722492]",3
714,265,221,"[85644906, 85644906, 8918403, 8918403, 85562592, 85562592, 85562514, 85562514, 85562514, 85562528]",10
715,311,2270,"[84733299, 1122562494, 1122562494, 1122562494, 1122562494, 254453308, 254453308, 254453308, 397105094, 397105094, 1052659298, 1052659297]",12
716,77,668,"[1030297246, 286676859, 286676859, 422638702, 422638702, 422638702, 422638702, 403152783, 658601439]",9
717,76,229,"[8933002, 35157048, 35157048, 370279603, 1059516251, 1059516251, 1059516252, 1059516252, 38854912, 722638181, 600451404, 600451404, 600451404, 600451404, 600451404, 600451404]",16
718,10,1232,"[468128864, 468128864, 417385463, 225847506, 417385444, 225847504, 477788921, 477788921, 477788922, 477788919, 468128865, 468128865, 468128865, 468128865, 417385451, 477788518, 477788518]",17
719,225,406,"[771410365, 771410365, 766798668, 766798668, 766798668, 1120512275, 1120512275, 1120512276, 1120512276, 1112250555, 1112250555, 1112250555, 1112250556]",13
720,464,261,"[935446073, 935446073, 686246698, 686246698, 686246698]",5
721,523,576,"[8922234, 8922234, 397270024, 397270024, 674490157, 674490157, 674490157, 417400766, 674490681, 397270025, 397270025, 255330056, 255330056, 506711641, 506711641]",15
722,407,585,"[1096926712, 88572932, 88572932, 88572932, 88572932, 88572941, 88572941]",7
723,302,828,"[676714195, 676714195, 676714194, 676714194, 676714194, 676714181, 514580487, 514580487, 514580487, 26929832, 26929832, 26929832, 26929832, 26929832, 26929832, 26929832, 26929832, 445595640]",18
724,61,75,"[254466695, 397269730, 397269730, 406944779, 406944779, 287958606, 287958606, 287958606, 287958606, 287958606, 414948593]",11
725,440,524,"[763399931, 617990566, 1064350475, 617268040, 617268040, 617990571, 617990571, 1052634341, 419633751, 419633751, 255168047, 255168047, 255168047, 255168047, 255168047, 513702332]",16
726,75,195,"[232955764, 22561689, 396025914, 396025937, 25314910, 396025941, 415886096, 415886101, 1155156195, 1155156195, 415886105]",11
727,43,369,"[204964658, 204964658, 1077590197, 204965181, 417087450, 417087450, 417087450, 617276403, 87554932, 617276404]",10
728,339,683,"[23959829, 23959829, 766805265, 766805264, 417087254, 24335439, 24335439, 24335439, 24335440, 24335440, 24335440, 417087265, 417087265, 706552278, 706552278, 706552278, 721725416, 721725416, 721725416]",19
729,312,694,"[238035811, 1014554044, 1014554043, 238035809]",4
730,252,563,"[717765727, 717765727, 717765727, 717765727, 713775536, 396976080, 396976080, 396976080, 396976080, 396976080]",10
731,400,353,"[1120134470, 1120134470, 468204136, 513702902, 513702901, 513702901, 549859218, 549859218, 468204139, 468204139, 364480069, 364480069]",12
732,71,795,"[191010942, 135935965, 135935964, 134294948, 134294948]",5
733,469,999,"[779123575, 133733593, 133733593, 133733593, 254297764, 254297764, 721174655, 721174653]",8
734,434,128,"[162931811, 162931811, 162931811, 1120887425, 1120887425, 397127924, 397127924, 397127924, 1120695892, 1120695892, 1120695892]",11
735,18,907,"[962138905, 1120695897]",2
736,345,68,"[513705405, 1125771819, 1125771819]",3
737,20,1189,"[399138121, 399138121, 399138121, 399138121, 399138121, 399138121, 254466689, 254466692, 8916667, 563358817, 551846601, 563358819, 27054294, 112408726]",14
738,221,1042,"[1021548263, 1021548263, 1021548263, 1021548263, 1021548264, 1021548264, 1021548264, 306338109, 306338109, 306338109, 306338109, 306338109, 306338109, 1021548265, 1021548265]",15
739,29,1367,"[27398045, 27398045, 27398045, 27398045, 27167298, 425516617, 212214144, 212214144, 686246699, 686246699, 686246697, 686246696]",12
740,91,168,"[8916281, 8916281, 8916433, 474109102, 26965919, 26965919, 26965876, 26965876, 26965876, 26965876, 26965876, 26965858, 396951848, 417387759, 417387767, 396951845, 396951847]",17
741,124,230,"[1120695898, 682524821, 682524826, 112926340, 112926340, 563461920, 563461919, 8918841, 8918841, 88559680, 88559680, 88559680, 88559680, 88559680, 1122010074, 1122010074, 1122010074, 417396753, 417396753, 397094803]",20
742,366,1119,"[717765727, 717765727, 717765727]",3
743,209,842,"[99231463, 99231463, 99231463, 680402688, 680402688, 397152177, 397152177, 397152177, 397152177, 408586838, 408586838, 408586838, 408586838, 680402687, 224373751, 224373751, 512984875, 512984875]",18
744,453,351,"[415292674, 417087417, 204964658, 204964658, 204964658, 1077590197, 204965181, 417087450, 417087450, 417087450, 617276403, 87554932, 617276404, 512874164, 160305457, 681971900, 681971902, 681971902]",18
745,402,779,"[27166421, 27166421, 27166421, 27166421, 27166421, 27166421, 27166421, 620169745, 620169745]",9
746,48,786,"[399013790, 396980737, 162799067, 162799067, 396980730, 396980730, 86331217, 86331217, 86331217, 86331217, 86331217, 86331217, 86331217, 86331217, 396979100, 396979100, 396979100, 396979100, 396979100, 680800226]",20
747,300,1084,"[8919020, 8919020, 8919020, 8919020]",4
748,314,501,"[27050852, 27050852, 27050852, 514667745, 26938354, 514669003, 514669003, 85644944, 85644944, 87297166, 26938250, 8921173, 417092428, 417092428, 417092428, 514671065, 514671065]",17
749,154,545,"[254758130, 437560094, 192552299, 192552299, 192552507, 192552507, 192552507, 286672833, 286672833, 514461307, 970790469]",11
750,207,990,"[940199780, 459346010, 8917499, 8917499, 8917499, 8917499, 8917499, 1053833922, 397145820, 397145820]",10
751,191,507,"[839813775, 48582238, 123741461, 839813772, 48191417, 48101177, 254308550, 48101182, 48101173, 123741446, 123741446, 513983770, 839813771, 513983771, 124019876, 124019874]",16
752,173,975,"[530038011, 571428733, 26988051, 26988051, 26988051, 403877657, 403877657, 403877657, 933901537]",9
753,314,1482,"[28319343, 28319343, 24245406, 224199018]",4
754,234,91,"[395575864, 395575863]",2
755,295,366,"[397138338, 397138338, 706548256, 26943711]",4
756,281,943,"[255170260, 255170260, 286188526, 286188526, 286188526, 286188740, 286188740, 286188740, 286265337, 286265337, 286265337, 286265334]",12
757,498,212,"[416877246, 48211960, 48211960, 1052630174, 1052630174, 87376672, 87376672, 416878315, 416878315, 91185877, 254971056, 254971056, 254971056, 254971056, 514407369, 514407369, 514407369, 8922640, 8922640]",19
758,495,419,"[1111713268, 1111713268, 1111713268, 1111278016, 1111278016, 1111278016]",6
759,257,1356,"[8919609, 87376697, 8916563, 8916563, 8916563, 8916563, 8916563, 8916563, 8916563, 8916563, 8916563, 8916563]",12
760,151,876,"[111586257, 111586257, 111586254, 111586254, 111586254]",5
761,235,1907,"[48101182, 48101173, 123741446, 123741446, 513983770, 839813771, 513983771, 124019876, 124019874, 931324852]",10
762,68,2342,"[417094961, 968937451]",2
763,180,509,"[88572877, 88572877, 88572877, 88572877, 88572877, 417101712, 417101712, 682814468, 682814468, 680955153, 88572970, 88572970, 256400251, 256400251, 256400251, 408575055, 408575055]",17
764,89,88,"[133856230, 133856230, 99278921, 99278921, 923712624, 923712624, 923712624, 254396714, 86331228, 396968565]",10
765,205,552,"[254308553, 254308553, 254308553, 514593148, 514593148, 8918874, 27660104, 617730087, 123867419, 123867417, 48570005, 48570005, 48570003]",13
766,339,224,"[781853446, 781853446, 781853446, 417536971, 417536971, 417536967, 417536969, 27400587, 27400587, 27400588, 659132495, 659132495, 659132495, 513889584, 513889584]",15
767,314,1706,"[398681181, 398681181, 802591082, 802591082, 361622904, 546029201, 546029201, 546029201, 415292674, 417087417, 204964658, 204964658, 204964658, 1077590197, 204965181, 417087450]",16
768,362,3,"[254305050, 607903509, 1110263286, 417396848, 417396848, 417396848, 763261247, 763261247]",8
769,410,225,"[958186198, 88142690, 88142690, 88142690, 88142690, 255330035, 255330035, 255330035, 255330035, 706545922, 706545922, 706545922, 706545922]",13
770,234,1113,"[397135724, 968937451, 1032777735, 1032777735, 1032777737, 1032777737, 1032777737, 1032777738, 1112271472, 1032777739, 440486297, 440486297, 1032777740, 968937448, 968937448]",15
771,49,500,"[27041779, 153227162, 514904203, 254968964, 254968964, 254968964, 254968964, 254968964, 254968964, 397166908, 397166908, 397166909]",12
772,410,1027,"[397097601, 254982298, 254982298, 254982298, 437558597, 254758130, 254758130]",7
773,78,782,"[38855344, 38855344, 38855344, 38855344, 38855344, 603549786, 603549786, 256787747, 256787747, 38855001, 38855001, 38855001, 38855001, 38855001]",14
774,482,210,"[417396848, 564272099, 564272098, 564272098, 1079771014, 1079771010, 1079771013, 816104685, 816104685, 816104685, 254305033, 254305033, 254305033]",13
775,55,884,"[287958606, 414948593]",2
776,280,301,"[619535754, 619535756, 619535756, 254759915, 254759915, 254759915, 254759915, 254759915, 254759914, 254759914, 254759914, 254396707, 254396707, 162931971, 162931971, 717765727, 713775536, 396976080, 396976080]",19
777,346,773,"[968937446, 84734271, 84734271, 1112271469, 461017934, 254758131, 254758131, 254758131, 254758131, 254758132, 254758132, 254758132, 254758132, 1050261012, 397144558, 397144558, 513701211]",17
778,292,1084,"[563461984, 467979192, 467979192, 467979192, 680820468, 1110470601, 1110470601, 225518512, 225518512, 225518512, 1110470602]",11
779,14,486,"[377646101, 377646101, 1035093272, 1035093273, 254448250]",5
780,286,145,"[769126612, 769126612, 769126612, 769126612]",4
781,230,218,"[777343790, 777343790, 225806055, 934194966, 934194966, 934194966, 111560680, 111560680, 51392402, 51392402, 771701157]",11
782,495,290,"[513701212, 1024170338, 1024170338, 589368075, 589368075, 968937446, 968937446, 968937446, 968937446]",9
783,262,1518,"[417389583, 417389583, 417389583, 417389556, 254750820, 254750820, 254750820, 254750820, 254750820, 254750820, 254750820, 254750820]",12
784,517,199,"[254758131, 254758131, 254758131, 254758131, 254758131, 254758132]",6
785,222,1491,"[224199018, 224199018, 27054213, 27054213, 27054213, 27054213, 254466686, 254466686, 254466686]",9
786,519,12,"[761313525, 761313525, 761313525, 1120051154, 1120051153, 1120051153, 1111713268, 1111713268, 1111713268, 1111713268]",10
787,78,326,"[396962026, 158468719, 1011710196, 997142479, 997142478]",5
788,147,877,"[225847524, 225847524, 225847524, 225847524, 91185847, 91185847, 91185847, 27570786, 27570786, 27570786, 27054184, 27054184, 27054184, 27054184, 27054184, 255168048, 255168048, 255168048, 255168048, 255168048]",20
789,253,627,"[929603321, 256787712]",2
790,526,548,"[255351738, 255351738, 255351738, 255351738, 32929983, 32929983, 32929983, 32929983, 32929983]",9
791,305,1122,"[397085178, 397085178, 397085178, 776881506, 776881506, 776881506]",6
792,369,1011,"[396935405, 1060013921, 992135723, 958186198, 958186198, 958186198, 88142690, 88142690, 88142690, 88142690, 255330035, 255330035, 255330035]",13
793,117,644,"[417087312, 1112220493, 417087300, 417087300, 417087300, 111050389]",6
794,55,175,"[35869650, 43759511, 619535697, 700441638]",4
795,378,438,"[8916316, 398470319, 398470319, 397028728, 397028728, 397028728, 85562496, 85562496, 85562496, 85562496, 498532263, 85562513, 85562513]",13
796,50,693,"[968937446, 84734271, 84734271, 1112271469, 1062095136, 461017935, 406581245, 406581246, 406581246, 989334073]",10
797,411,144,"[192552507, 192552507, 192552507, 286672833, 286672833, 514461307, 286673287, 1099952188]",8
798,417,769,"[120257662, 120257665, 120257665, 120257665, 120257664, 120257664]",6
799,172,1051,"[84654235, 84654235, 84654235, 84654235]",4
800,372,562,"[397162212, 157018878, 157018878, 254750812, 157018885, 157018885, 157018885, 157018885, 157018885, 27028707]",10
801,284,847,"[566870076, 566870076, 566870076, 566870076, 566870076]",5
802,161,353,"[658601439, 658601604, 658599835]",3
803,296,49,"[1035093272, 27400639, 1112271467, 254758131, 254758131, 254758131, 254758132, 254758132]",8
804,247,1089,"[397119705, 397119705, 88572887, 88572887, 88572887, 88572887, 417087485, 88572874, 1020490223, 1020490223, 1020490223, 27029263, 27029263, 766805262, 766805263, 417087260, 417087270]",17
805,156,1187,"[1111971486, 1111971486, 1111971486, 1111971486, 1111971486, 32929982, 32929982, 32929982, 32929982, 32929982, 32929982]",11
806,352,710,"[88559661, 88559661, 88559661]",3
807,290,945,"[26937974, 26937974, 26937974, 26937974, 26937974, 26937974, 26937974, 26937974, 26937974, 26937974, 620247388, 1032790858]",12
808,323,820,"[85562592, 85562592, 85562514, 85562514, 85562514, 85562528, 85562580, 1120580318, 1120580318, 85562588, 85562608, 85562608, 85562608, 85562498]",14
809,112,281,"[8920968, 8917593, 8917593, 565083574, 565083575, 565083578, 565083578, 565083578, 565083578, 27613586, 27613586, 27613586, 27613586, 27613586, 27613586, 27613586, 27613585]",17
810,372,1094,"[396962025, 158468718, 396962029, 396962026, 158468719, 1011710196, 997142479, 997142478]",8
811,136,1105,"[1117317598, 1117317598, 738000222, 738000222, 738000221, 738000221, 738000221, 514729105, 417107318, 417107318, 225432460, 225432460, 8917249, 8917249, 8917249]",15
812,220,95,"[1064350475, 617268040, 617268040, 408591443]",4
813,358,299,"[397145820, 397145820, 397145821, 397145821, 397145821, 934261704, 934261704, 397145254, 397145254, 397145255, 397145255, 397145255, 397145255]",13
814,71,671,"[254756520, 254756520, 8916375, 8916375, 254756520, 224199018, 512984874, 512984874, 512984873, 28319343, 28319343, 28319343, 28319343, 24245406, 512984874, 512984874, 512984874, 224199013]",18
815,133,934,"[254396709, 1126161509, 1126161509, 1126161509, 254466686, 254466686, 254466686, 254466686, 254466686, 417099330]",10
816,400,251,"[30029867, 706549350, 706549350, 706549350, 706549350, 706549350, 706549350, 446598044, 446598044]",9
817,83,1276,"[290080810, 981636498, 981636498, 981636498, 89782522, 89782522, 1024537343, 225806056, 225806056, 777343790, 777343790, 225806055, 934194966, 934194966, 934194966, 283534317]",16
818,171,1751,"[681183503, 417099347, 417099347, 28841121, 28841121, 28841121, 415726782, 415726782, 417094961, 417094961, 968937451, 968937451, 968937451, 968937451, 1032777735]",15
819,416,26,"[225853138, 225853138, 225853138, 468441207, 468441207, 468441207, 468441207, 468441207, 468441207, 468441207, 468441207, 468441207, 8920461, 417087685, 417087685, 417087675, 30832402, 30832402, 30832402, 30832402]",20
820,412,951,"[27147680, 27147680, 1060461424, 681971885, 681971885, 1060461426, 514598270, 514598269, 681971887, 512883694]",10
821,387,1305,"[88572874, 1020490223, 1020490223, 1020490223, 27029263, 27029263, 766805262, 24335441, 1030297701, 1030297701, 766805266, 1030297702, 397118327, 34128766, 8917348, 8917348, 1050208375, 515493941]",18
822,308,289,"[30029878, 30029878, 30029878, 30029878, 30029878]",5
823,264,82,"[839813773, 123741462, 48582237, 48037097, 930971862, 48582224, 671189704]",7
824,299,283,"[674757878, 286003244, 286003244, 286003244, 286003244, 286003244, 286003244, 286003244, 286003244, 286003244, 286003244, 286003244, 286003244, 513676819, 397146704, 1046480747]",16
825,360,777,"[985061729, 985061729, 985061729, 985061729, 985061729, 514687102, 514687102, 514687102, 514683825, 514683825, 514683825, 514683824, 514685521, 514685521, 514685521, 514685521, 514685521, 514685521]",18
826,62,424,"[502795943, 502795943, 527857414, 527857414, 527857414, 527857414, 527857410, 527857410, 527857410, 766798666, 766798666, 144489137, 144489137, 1057808746, 766798669, 1057808747, 980893267, 980893267, 980893267, 980893267]",20
827,233,285,"[417396764, 417396772, 1059508735]",3
828,465,246,"[225806029, 408586862, 408586862, 408586862, 408586862]",5
829,51,870,"[276338266, 276338266, 397097601, 397097601, 397097601, 254758129]",6
830,11,439,"[514535080, 154648296, 154648296, 154648296, 154648296, 154648296, 154648296, 154648296, 154648296, 154648296, 233201264, 233201264, 233201264, 233201264, 225806029, 225806029, 225806029, 225806029, 225806029, 1111544262]",20
831,315,988,"[91181771, 91181771, 417087368, 91181768, 91181768, 91181768, 8919794, 706531724, 1020490223, 1020490223, 27029263, 27029263, 766805262, 24335441, 1030297701]",15
832,363,175,"[254982308, 417957564, 553361914, 32929106, 417957563, 110365011, 110365011, 396985425, 396985416, 110365004, 995485057, 133743886, 254982307, 148899332, 468547467]",15
833,364,977,"[89782522, 1024537343, 225806056, 225806056, 777343790, 777343790, 225806055, 934194966, 934194966, 934194966, 86334994, 86334994, 86334994, 86334994, 86334994, 86334994]",16
834,446,494,"[686246687, 686246687, 686246687, 686246694, 23866015, 225847531, 225847531, 225847517, 1120144354, 1120144354, 502795941, 502795941, 771447982, 771447982, 771447982]",15
835,128,911,"[399156531, 399156531, 399156531, 399156531]",4
836,326,764,"[417540331, 30831814, 417536971, 417536971, 417536967, 417536969, 27400587, 27400587, 27400588, 659132495]",10
837,121,1007,"[408575055, 256400251, 256400251, 256400251, 88572970, 88572970, 680955153, 682814468, 682814468, 417101712, 417101712, 88572877, 88572877, 88572877, 88572877, 88572877, 88559669, 88559669]",18
838,328,369,"[254305039, 823411164, 61424023, 8918870, 28846637, 123867456, 27614420, 495831134, 538358459, 994904760]",10
839,504,304,"[123867455, 617730085, 32007403, 8920391, 8920391, 8920391, 396949645]",7
840,117,114,"[396988222, 396988222, 396988222, 423679744, 396988217, 444542444]",6
841,33,1030,"[1021093206, 397144001, 397144001, 111552058, 111552058, 111552058, 255330068, 255330068, 88597544, 88597544, 417396858]",11
842,268,460,"[225853134, 225853134, 225853133, 225853133, 225853133, 225853133, 530033991, 530033991, 415491501, 415517886, 417087306, 417087306, 8921141, 8921141, 1071635370, 1071635370]",16
843,389,814,"[406944780, 91182062, 91182062, 91182062, 91182062, 91182062, 417099335, 417099335, 417099335, 417099340, 417099340, 417099340, 397094227, 397094227, 408572568]",15
844,201,606,"[968937451, 968937451, 968937451, 968937453, 968937455, 1030275358, 1030275359, 254297763, 1030275360, 686246685, 686246685, 86303767, 86303767, 1043648246, 1043648246, 1043648246, 1110338645]",17
845,64,1741,"[721725416, 721725416, 617990573, 617990573, 617990568, 617990568, 617268038]",7
846,121,789,"[28326944, 28326941, 48037053, 48037051, 929544134, 48036602, 671189705]",7
847,405,1630,"[27029263, 766805262, 24335441]",3
848,401,1119,"[158468713, 99278918]",2
849,371,798,"[204968628, 775083029, 87297168, 87297168, 87297168, 408575052, 706549348]",7
850,474,345,"[771491493, 771491493, 771491493, 417087664, 417087664, 417087664, 417087653, 417087653, 507188657, 767944816, 26943482, 26943482, 1112197444]",13
851,379,304,"[86303763, 1112250559, 1112250557, 1112250557, 1032777734, 1032777736, 1032777737, 1032777737, 1032777737, 1032777738, 1112271472, 1032777739, 440486297, 440486297, 1032777740]",15
852,496,816,"[771449106, 717319386, 717320099, 717320099, 717666829, 717666829, 717666829, 717666829, 717666829, 717666829, 717666829, 717765728, 717765728, 717765727, 717765727, 717765727, 717765727, 713775536]",18
853,323,447,"[1136910960, 1136910960, 1136910960, 437913409, 437913409, 437913409, 417396764, 417396764, 417396772, 1059508735, 935446479, 935446479, 935446479, 620169772, 417396768, 417396768, 417396768, 417396768, 254299142, 254299142]",20
854,272,98,"[87297168, 87297168, 408575052, 706549348, 706549348, 204967525, 204967525, 204967525]",8
